,song,surprise,Album,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity,Unnamed: 0,venue_name,state,date,names
1114,blank space,normal song,1989 (Deluxe),0.76,0.703,5.0,-5.412,1.0,0.054,0.103,0.0,0.0913,0.57,95.997,91.0,4.0,Soldier Field,Illinois,2023-06-04,blank space
1115,blank space,normal song,1989 (Deluxe),0.76,0.703,5.0,-5.412,1.0,0.054,0.103,0.0,0.0913,0.57,95.997,91.0,5.0,Soldier Field,Illinois,2023-06-03,blank space
1116,blank space,normal song,1989 (Deluxe),0.76,0.703,5.0,-5.412,1.0,0.054,0.103,0.0,0.0913,0.57,95.997,91.0,6.0,Soldier Field,Illinois,2023-06-02,blank space
1117,blank space,normal song,1989 (Deluxe),0.76,0.703,5.0,-5.412,1.0,0.054,0.103,0.0,0.0913,0.57,95.997,91.0,7.0,MetLife Stadium,New Jersey,2023-05-28,blank space
1118,blank space,normal song,1989 (Deluxe),0.76,0.703,5.0,-5.412,1.0,0.054,0.103,0.0,0.0913,0.57,95.997,91.0,8.0,MetLife Stadium,New Jersey,2023-05-27,blank space
1119,blank space,normal song,1989 (Deluxe),0.76,0.703,5.0,-5.412,1.0,0.054,0.103,0.0,0.0913,0.57,95.997,91.0,9.0,MetLife Stadium,New Jersey,2023-05-26,blank space
1120,blank space,normal song,1989 (Deluxe),0.76,0.703,5.0,-5.412,1.0,0.054,0.103,0.0,0.0913,0.57,95.997,91.0,10.0,Gillette Stadium,Massachusetts,2023-05-21,blank space
1121,blank space,normal song,1989 (Deluxe),0.76,0.703,5.0,-5.412,1.0,0.054,0.103,0.0,0.0913,0.57,95.997,91.0,11.0,Gillette Stadium,Massachusetts,2023-05-20,blank space
1122,blank space,normal song,1989 (Deluxe),0.76,0.703,5.0,-5.412,1.0,0.054,0.103,0.0,0.0913,0.57,95.997,91.0,12.0,Gillette Stadium,Massachusetts,2023-05-19,blank space
1123,blank space,normal song,1989 (Deluxe),0.76,0.703,5.0,-5.412,1.0,0.054,0.103,0.0,0.0913,0.57,95.997,91.0,13.0,Lincoln Financial Field,Pennsylvania,2023-05-14,blank space
1124,blank space,normal song,1989 (Deluxe),0.76,0.703,5.0,-5.412,1.0,0.054,0.103,0.0,0.0913,0.57,95.997,91.0,14.0,Lincoln Financial Field,Pennsylvania,2023-05-13,blank space
1125,blank space,normal song,1989 (Deluxe),0.76,0.703,5.0,-5.412,1.0,0.054,0.103,0.0,0.0913,0.57,95.997,91.0,15.0,Lincoln Financial Field,Pennsylvania,2023-05-12,blank space
1126,blank space,normal song,1989 (Deluxe),0.76,0.703,5.0,-5.412,1.0,0.054,0.103,0.0,0.0913,0.57,95.997,91.0,16.0,Nissan Stadium,Tennessee,2023-05-07,blank space
1127,blank space,normal song,1989 (Deluxe),0.76,0.703,5.0,-5.412,1.0,0.054,0.103,0.0,0.0913,0.57,95.997,91.0,17.0,Nissan Stadium,Tennessee,2023-05-06,blank space
1128,blank space,normal song,1989 (Deluxe),0.76,0.703,5.0,-5.412,1.0,0.054,0.103,0.0,0.0913,0.57,95.997,91.0,18.0,Nissan Stadium,Tennessee,2023-05-05,blank space
1129,blank space,normal song,1989 (Deluxe),0.76,0.703,5.0,-5.412,1.0,0.054,0.103,0.0,0.0913,0.57,95.997,91.0,19.0,Mercedes-Benz Stadium,Georgia,2023-04-30,blank space
1130,blank space,normal song,1989 (Deluxe),0.76,0.703,5.0,-5.412,1.0,0.054,0.103,0.0,0.0913,0.57,95.997,91.0,0.0,Mercedes-Benz Stadium,Georgia,2023-04-29,blank space
1131,blank space,normal song,1989 (Deluxe),0.76,0.703,5.0,-5.412,1.0,0.054,0.103,0.0,0.0913,0.57,95.997,91.0,1.0,Mercedes-Benz Stadium,Georgia,2023-04-28,blank space
1132,blank space,normal song,1989 (Deluxe),0.76,0.703,5.0,-5.412,1.0,0.054,0.103,0.0,0.0913,0.57,95.997,91.0,2.0,NRG Stadium,Texas,2023-04-23,blank space
1133,blank space,normal song,1989 (Deluxe),0.76,0.703,5.0,-5.412,1.0,0.054,0.103,0.0,0.0913,0.57,95.997,91.0,3.0,NRG Stadium,Texas,2023-04-22,blank space
1134,blank space,normal song,1989 (Deluxe),0.76,0.703,5.0,-5.412,1.0,0.054,0.103,0.0,0.0913,0.57,95.997,91.0,4.0,NRG Stadium,Texas,2023-04-21,blank space
1135,blank space,normal song,1989 (Deluxe),0.76,0.703,5.0,-5.412,1.0,0.054,0.103,0.0,0.0913,0.57,95.997,91.0,5.0,Raymond James Stadium,Florida,2023-04-15,blank space
1136,blank space,normal song,1989 (Deluxe),0.76,0.703,5.0,-5.412,1.0,0.054,0.103,0.0,0.0913,0.57,95.997,91.0,6.0,Raymond James Stadium,Florida,2023-04-14,blank space
1137,blank space,normal song,1989 (Deluxe),0.76,0.703,5.0,-5.412,1.0,0.054,0.103,0.0,0.0913,0.57,95.997,91.0,7.0,Raymond James Stadium,Florida,2023-04-13,blank space
1138,blank space,normal song,1989 (Deluxe),0.76,0.703,5.0,-5.412,1.0,0.054,0.103,0.0,0.0913,0.57,95.997,91.0,8.0,AT&T Stadium,Texas,2023-04-02,blank space
1139,blank space,normal song,1989 (Deluxe),0.76,0.703,5.0,-5.412,1.0,0.054,0.103,0.0,0.0913,0.57,95.997,91.0,9.0,AT&T Stadium,Texas,2023-04-01,blank space
1140,blank space,normal song,1989 (Deluxe),0.76,0.703,5.0,-5.412,1.0,0.054,0.103,0.0,0.0913,0.57,95.997,91.0,10.0,AT&T Stadium,Texas,2023-03-31,blank space
1141,blank space,normal song,1989 (Deluxe),0.76,0.703,5.0,-5.412,1.0,0.054,0.103,0.0,0.0913,0.57,95.997,91.0,11.0,Allegiant Stadium,Nevada,2023-03-25,blank space
1142,blank space,normal song,1989 (Deluxe),0.76,0.703,5.0,-5.412,1.0,0.054,0.103,0.0,0.0913,0.57,95.997,91.0,12.0,Allegiant Stadium,Nevada,2023-03-24,blank space
1143,blank space,normal song,1989 (Deluxe),0.76,0.703,5.0,-5.412,1.0,0.054,0.103,0.0,0.0913,0.57,95.997,91.0,13.0,State Farm Stadium,Arizona,2023-03-18,blank space
1144,blank space,normal song,1989 (Deluxe),0.76,0.703,5.0,-5.412,1.0,0.054,0.103,0.0,0.0913,0.57,95.997,91.0,14.0,State Farm Stadium,Arizona,2023-03-17,blank space
1145,delicate,normal song,reputation,0.75,0.404,9.0,-10.178,0.0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,87.0,2.0,SoFi Stadium,California,2023-08-09,delicate
1146,delicate,normal song,reputation,0.75,0.404,9.0,-10.178,0.0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,87.0,3.0,SoFi Stadium,California,2023-08-08,delicate
1147,delicate,normal song,reputation,0.75,0.404,9.0,-10.178,0.0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,87.0,4.0,SoFi Stadium,California,2023-08-07,delicate
1148,delicate,normal song,reputation,0.75,0.404,9.0,-10.178,0.0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,87.0,5.0,SoFi Stadium,California,2023-08-05,delicate
1149,delicate,normal song,reputation,0.75,0.404,9.0,-10.178,0.0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,87.0,6.0,SoFi Stadium,California,2023-08-04,delicate
1150,delicate,normal song,reputation,0.75,0.404,9.0,-10.178,0.0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,87.0,7.0,SoFi Stadium,California,2023-08-03,delicate
1151,delicate,normal song,reputation,0.75,0.404,9.0,-10.178,0.0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,87.0,8.0,Levi's Stadium,California,2023-07-29,delicate
1152,delicate,normal song,reputation,0.75,0.404,9.0,-10.178,0.0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,87.0,9.0,Levi's Stadium,California,2023-07-28,delicate
1153,delicate,normal song,reputation,0.75,0.404,9.0,-10.178,0.0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,87.0,10.0,Lumen Field,Washington,2023-07-23,delicate
1154,delicate,normal song,reputation,0.75,0.404,9.0,-10.178,0.0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,87.0,11.0,Lumen Field,Washington,2023-07-22,delicate
1155,delicate,normal song,reputation,0.75,0.404,9.0,-10.178,0.0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,87.0,12.0,Empower Field at Mile High,Colorado,2023-07-15,delicate
1156,delicate,normal song,reputation,0.75,0.404,9.0,-10.178,0.0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,87.0,13.0,Empower Field at Mile High,Colorado,2023-07-14,delicate
1157,delicate,normal song,reputation,0.75,0.404,9.0,-10.178,0.0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,87.0,14.0,GEHA Field at Arrowhead Stadium,Missouri,2023-07-08,delicate
1158,delicate,normal song,reputation,0.75,0.404,9.0,-10.178,0.0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,87.0,15.0,GEHA Field at Arrowhead Stadium,Missouri,2023-07-07,delicate
1159,delicate,normal song,reputation,0.75,0.404,9.0,-10.178,0.0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,87.0,16.0,Paycor Stadium,Ohio,2023-07-01,delicate
1160,delicate,normal song,reputation,0.75,0.404,9.0,-10.178,0.0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,87.0,17.0,Paycor Stadium,Ohio,2023-06-30,delicate
1161,delicate,normal song,reputation,0.75,0.404,9.0,-10.178,0.0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,87.0,18.0,U.S. Bank Stadium,Minnesota,2023-06-24,delicate
1162,delicate,normal song,reputation,0.75,0.404,9.0,-10.178,0.0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,87.0,19.0,U.S. Bank Stadium,Minnesota,2023-06-23,delicate
1163,delicate,normal song,reputation,0.75,0.404,9.0,-10.178,0.0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,87.0,0.0,Acrisure Stadium,Pennsylvania,2023-06-17,delicate
1164,delicate,normal song,reputation,0.75,0.404,9.0,-10.178,0.0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,87.0,1.0,Acrisure Stadium,Pennsylvania,2023-06-16,delicate
1165,delicate,normal song,reputation,0.75,0.404,9.0,-10.178,0.0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,87.0,2.0,Ford Field,Michigan,2023-06-10,delicate
1166,delicate,normal song,reputation,0.75,0.404,9.0,-10.178,0.0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,87.0,3.0,Ford Field,Michigan,2023-06-09,delicate
1167,delicate,normal song,reputation,0.75,0.404,9.0,-10.178,0.0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,87.0,4.0,Soldier Field,Illinois,2023-06-04,delicate
1168,delicate,normal song,reputation,0.75,0.404,9.0,-10.178,0.0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,87.0,5.0,Soldier Field,Illinois,2023-06-03,delicate
1169,delicate,normal song,reputation,0.75,0.404,9.0,-10.178,0.0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,87.0,6.0,Soldier Field,Illinois,2023-06-02,delicate
1170,delicate,normal song,reputation,0.75,0.404,9.0,-10.178,0.0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,87.0,7.0,MetLife Stadium,New Jersey,2023-05-28,delicate
1171,delicate,normal song,reputation,0.75,0.404,9.0,-10.178,0.0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,87.0,8.0,MetLife Stadium,New Jersey,2023-05-27,delicate
1172,delicate,normal song,reputation,0.75,0.404,9.0,-10.178,0.0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,87.0,9.0,MetLife Stadium,New Jersey,2023-05-26,delicate
1173,delicate,normal song,reputation,0.75,0.404,9.0,-10.178,0.0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,87.0,10.0,Gillette Stadium,Massachusetts,2023-05-21,delicate
1174,delicate,normal song,reputation,0.75,0.404,9.0,-10.178,0.0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,87.0,11.0,Gillette Stadium,Massachusetts,2023-05-20,delicate
1175,delicate,normal song,reputation,0.75,0.404,9.0,-10.178,0.0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,87.0,12.0,Gillette Stadium,Massachusetts,2023-05-19,delicate
1176,delicate,normal song,reputation,0.75,0.404,9.0,-10.178,0.0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,87.0,13.0,Lincoln Financial Field,Pennsylvania,2023-05-14,delicate
1177,delicate,normal song,reputation,0.75,0.404,9.0,-10.178,0.0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,87.0,14.0,Lincoln Financial Field,Pennsylvania,2023-05-13,delicate
1178,delicate,normal song,reputation,0.75,0.404,9.0,-10.178,0.0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,87.0,15.0,Lincoln Financial Field,Pennsylvania,2023-05-12,delicate
1179,delicate,normal song,reputation,0.75,0.404,9.0,-10.178,0.0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,87.0,16.0,Nissan Stadium,Tennessee,2023-05-07,delicate
1180,delicate,normal song,reputation,0.75,0.404,9.0,-10.178,0.0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,87.0,17.0,Nissan Stadium,Tennessee,2023-05-06,delicate
1181,delicate,normal song,reputation,0.75,0.404,9.0,-10.178,0.0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,87.0,18.0,Nissan Stadium,Tennessee,2023-05-05,delicate
1182,delicate,normal song,reputation,0.75,0.404,9.0,-10.178,0.0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,87.0,19.0,Mercedes-Benz Stadium,Georgia,2023-04-30,delicate
1183,delicate,normal song,reputation,0.75,0.404,9.0,-10.178,0.0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,87.0,0.0,Mercedes-Benz Stadium,Georgia,2023-04-29,delicate
1184,delicate,normal song,reputation,0.75,0.404,9.0,-10.178,0.0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,87.0,1.0,Mercedes-Benz Stadium,Georgia,2023-04-28,delicate
1185,delicate,normal song,reputation,0.75,0.404,9.0,-10.178,0.0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,87.0,2.0,NRG Stadium,Texas,2023-04-23,delicate
1186,delicate,normal song,reputation,0.75,0.404,9.0,-10.178,0.0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,87.0,3.0,NRG Stadium,Texas,2023-04-22,delicate
1187,delicate,normal song,reputation,0.75,0.404,9.0,-10.178,0.0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,87.0,4.0,NRG Stadium,Texas,2023-04-21,delicate
1188,delicate,normal song,reputation,0.75,0.404,9.0,-10.178,0.0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,87.0,5.0,Raymond James Stadium,Florida,2023-04-15,delicate
1189,delicate,normal song,reputation,0.75,0.404,9.0,-10.178,0.0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,87.0,6.0,Raymond James Stadium,Florida,2023-04-14,delicate
1190,delicate,normal song,reputation,0.75,0.404,9.0,-10.178,0.0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,87.0,7.0,Raymond James Stadium,Florida,2023-04-13,delicate
1191,delicate,normal song,reputation,0.75,0.404,9.0,-10.178,0.0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,87.0,8.0,AT&T Stadium,Texas,2023-04-02,delicate
1192,delicate,normal song,reputation,0.75,0.404,9.0,-10.178,0.0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,87.0,9.0,AT&T Stadium,Texas,2023-04-01,delicate
1193,delicate,normal song,reputation,0.75,0.404,9.0,-10.178,0.0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,87.0,10.0,AT&T Stadium,Texas,2023-03-31,delicate
1194,delicate,normal song,reputation,0.75,0.404,9.0,-10.178,0.0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,87.0,11.0,Allegiant Stadium,Nevada,2023-03-25,delicate
1195,delicate,normal song,reputation,0.75,0.404,9.0,-10.178,0.0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,87.0,12.0,Allegiant Stadium,Nevada,2023-03-24,delicate
1196,delicate,normal song,reputation,0.75,0.404,9.0,-10.178,0.0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,87.0,13.0,State Farm Stadium,Arizona,2023-03-18,delicate
1197,delicate,normal song,reputation,0.75,0.404,9.0,-10.178,0.0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,87.0,14.0,State Farm Stadium,Arizona,2023-03-17,delicate
1198,i knew you were trouble,normal song,Red (Taylor's Version),0.584,0.557,6.0,-6.371,1.0,0.0342,0.0129,0.0,0.0576,0.767,154.008,81.0,2.0,SoFi Stadium,California,2023-08-09,i knew you were trouble
1199,i knew you were trouble,normal song,Red (Taylor's Version),0.584,0.557,6.0,-6.371,1.0,0.0342,0.0129,0.0,0.0576,0.767,154.008,81.0,3.0,SoFi Stadium,California,2023-08-08,i knew you were trouble
1200,i knew you were trouble,normal song,Red (Taylor's Version),0.584,0.557,6.0,-6.371,1.0,0.0342,0.0129,0.0,0.0576,0.767,154.008,81.0,4.0,SoFi Stadium,California,2023-08-07,i knew you were trouble
1201,i knew you were trouble,normal song,Red (Taylor's Version),0.584,0.557,6.0,-6.371,1.0,0.0342,0.0129,0.0,0.0576,0.767,154.008,81.0,5.0,SoFi Stadium,California,2023-08-05,i knew you were trouble
1202,i knew you were trouble,normal song,Red (Taylor's Version),0.584,0.557,6.0,-6.371,1.0,0.0342,0.0129,0.0,0.0576,0.767,154.008,81.0,6.0,SoFi Stadium,California,2023-08-04,i knew you were trouble
1203,i knew you were trouble,normal song,Red (Taylor's Version),0.584,0.557,6.0,-6.371,1.0,0.0342,0.0129,0.0,0.0576,0.767,154.008,81.0,7.0,SoFi Stadium,California,2023-08-03,i knew you were trouble
1204,i knew you were trouble,normal song,Red (Taylor's Version),0.584,0.557,6.0,-6.371,1.0,0.0342,0.0129,0.0,0.0576,0.767,154.008,81.0,8.0,Levi's Stadium,California,2023-07-29,i knew you were trouble
1205,i knew you were trouble,normal song,Red (Taylor's Version),0.584,0.557,6.0,-6.371,1.0,0.0342,0.0129,0.0,0.0576,0.767,154.008,81.0,9.0,Levi's Stadium,California,2023-07-28,i knew you were trouble
1206,i knew you were trouble,normal song,Red (Taylor's Version),0.584,0.557,6.0,-6.371,1.0,0.0342,0.0129,0.0,0.0576,0.767,154.008,81.0,10.0,Lumen Field,Washington,2023-07-23,i knew you were trouble
1207,i knew you were trouble,normal song,Red (Taylor's Version),0.584,0.557,6.0,-6.371,1.0,0.0342,0.0129,0.0,0.0576,0.767,154.008,81.0,11.0,Lumen Field,Washington,2023-07-22,i knew you were trouble
1208,i knew you were trouble,normal song,Red (Taylor's Version),0.584,0.557,6.0,-6.371,1.0,0.0342,0.0129,0.0,0.0576,0.767,154.008,81.0,12.0,Empower Field at Mile High,Colorado,2023-07-15,i knew you were trouble
1209,i knew you were trouble,normal song,Red (Taylor's Version),0.584,0.557,6.0,-6.371,1.0,0.0342,0.0129,0.0,0.0576,0.767,154.008,81.0,13.0,Empower Field at Mile High,Colorado,2023-07-14,i knew you were trouble
1210,i knew you were trouble,normal song,Red (Taylor's Version),0.584,0.557,6.0,-6.371,1.0,0.0342,0.0129,0.0,0.0576,0.767,154.008,81.0,14.0,GEHA Field at Arrowhead Stadium,Missouri,2023-07-08,i knew you were trouble
1211,i knew you were trouble,normal song,Red (Taylor's Version),0.584,0.557,6.0,-6.371,1.0,0.0342,0.0129,0.0,0.0576,0.767,154.008,81.0,15.0,GEHA Field at Arrowhead Stadium,Missouri,2023-07-07,i knew you were trouble
1212,i knew you were trouble,normal song,Red (Taylor's Version),0.584,0.557,6.0,-6.371,1.0,0.0342,0.0129,0.0,0.0576,0.767,154.008,81.0,16.0,Paycor Stadium,Ohio,2023-07-01,i knew you were trouble
1213,i knew you were trouble,normal song,Red (Taylor's Version),0.584,0.557,6.0,-6.371,1.0,0.0342,0.0129,0.0,0.0576,0.767,154.008,81.0,17.0,Paycor Stadium,Ohio,2023-06-30,i knew you were trouble
1214,i knew you were trouble,normal song,Red (Taylor's Version),0.584,0.557,6.0,-6.371,1.0,0.0342,0.0129,0.0,0.0576,0.767,154.008,81.0,18.0,U.S. Bank Stadium,Minnesota,2023-06-24,i knew you were trouble
1215,i knew you were trouble,normal song,Red (Taylor's Version),0.584,0.557,6.0,-6.371,1.0,0.0342,0.0129,0.0,0.0576,0.767,154.008,81.0,19.0,U.S. Bank Stadium,Minnesota,2023-06-23,i knew you were trouble
1216,i knew you were trouble,normal song,Red (Taylor's Version),0.584,0.557,6.0,-6.371,1.0,0.0342,0.0129,0.0,0.0576,0.767,154.008,81.0,0.0,Acrisure Stadium,Pennsylvania,2023-06-17,i knew you were trouble
1217,i knew you were trouble,normal song,Red (Taylor's Version),0.584,0.557,6.0,-6.371,1.0,0.0342,0.0129,0.0,0.0576,0.767,154.008,81.0,1.0,Acrisure Stadium,Pennsylvania,2023-06-16,i knew you were trouble
1218,i knew you were trouble,normal song,Red (Taylor's Version),0.584,0.557,6.0,-6.371,1.0,0.0342,0.0129,0.0,0.0576,0.767,154.008,81.0,2.0,Ford Field,Michigan,2023-06-10,i knew you were trouble
1219,i knew you were trouble,normal song,Red (Taylor's Version),0.584,0.557,6.0,-6.371,1.0,0.0342,0.0129,0.0,0.0576,0.767,154.008,81.0,3.0,Ford Field,Michigan,2023-06-09,i knew you were trouble
1220,i knew you were trouble,normal song,Red (Taylor's Version),0.584,0.557,6.0,-6.371,1.0,0.0342,0.0129,0.0,0.0576,0.767,154.008,81.0,4.0,Soldier Field,Illinois,2023-06-04,i knew you were trouble
1221,i knew you were trouble,normal song,Red (Taylor's Version),0.584,0.557,6.0,-6.371,1.0,0.0342,0.0129,0.0,0.0576,0.767,154.008,81.0,5.0,Soldier Field,Illinois,2023-06-03,i knew you were trouble
1222,i knew you were trouble,normal song,Red (Taylor's Version),0.584,0.557,6.0,-6.371,1.0,0.0342,0.0129,0.0,0.0576,0.767,154.008,81.0,6.0,Soldier Field,Illinois,2023-06-02,i knew you were trouble
1223,i knew you were trouble,normal song,Red (Taylor's Version),0.584,0.557,6.0,-6.371,1.0,0.0342,0.0129,0.0,0.0576,0.767,154.008,81.0,7.0,MetLife Stadium,New Jersey,2023-05-28,i knew you were trouble
1224,i knew you were trouble,normal song,Red (Taylor's Version),0.584,0.557,6.0,-6.371,1.0,0.0342,0.0129,0.0,0.0576,0.767,154.008,81.0,8.0,MetLife Stadium,New Jersey,2023-05-27,i knew you were trouble
1225,i knew you were trouble,normal song,Red (Taylor's Version),0.584,0.557,6.0,-6.371,1.0,0.0342,0.0129,0.0,0.0576,0.767,154.008,81.0,9.0,MetLife Stadium,New Jersey,2023-05-26,i knew you were trouble
1226,i knew you were trouble,normal song,Red (Taylor's Version),0.584,0.557,6.0,-6.371,1.0,0.0342,0.0129,0.0,0.0576,0.767,154.008,81.0,10.0,Gillette Stadium,Massachusetts,2023-05-21,i knew you were trouble
1227,i knew you were trouble,normal song,Red (Taylor's Version),0.584,0.557,6.0,-6.371,1.0,0.0342,0.0129,0.0,0.0576,0.767,154.008,81.0,11.0,Gillette Stadium,Massachusetts,2023-05-20,i knew you were trouble
1228,i knew you were trouble,normal song,Red (Taylor's Version),0.584,0.557,6.0,-6.371,1.0,0.0342,0.0129,0.0,0.0576,0.767,154.008,81.0,12.0,Gillette Stadium,Massachusetts,2023-05-19,i knew you were trouble
1229,i knew you were trouble,normal song,Red (Taylor's Version),0.584,0.557,6.0,-6.371,1.0,0.0342,0.0129,0.0,0.0576,0.767,154.008,81.0,13.0,Lincoln Financial Field,Pennsylvania,2023-05-14,i knew you were trouble
1230,i knew you were trouble,normal song,Red (Taylor's Version),0.584,0.557,6.0,-6.371,1.0,0.0342,0.0129,0.0,0.0576,0.767,154.008,81.0,14.0,Lincoln Financial Field,Pennsylvania,2023-05-13,i knew you were trouble
1231,i knew you were trouble,normal song,Red (Taylor's Version),0.584,0.557,6.0,-6.371,1.0,0.0342,0.0129,0.0,0.0576,0.767,154.008,81.0,15.0,Lincoln Financial Field,Pennsylvania,2023-05-12,i knew you were trouble
1232,i knew you were trouble,normal song,Red (Taylor's Version),0.584,0.557,6.0,-6.371,1.0,0.0342,0.0129,0.0,0.0576,0.767,154.008,81.0,16.0,Nissan Stadium,Tennessee,2023-05-07,i knew you were trouble
1233,i knew you were trouble,normal song,Red (Taylor's Version),0.584,0.557,6.0,-6.371,1.0,0.0342,0.0129,0.0,0.0576,0.767,154.008,81.0,17.0,Nissan Stadium,Tennessee,2023-05-06,i knew you were trouble
1234,i knew you were trouble,normal song,Red (Taylor's Version),0.584,0.557,6.0,-6.371,1.0,0.0342,0.0129,0.0,0.0576,0.767,154.008,81.0,18.0,Nissan Stadium,Tennessee,2023-05-05,i knew you were trouble
1235,i knew you were trouble,normal song,Red (Taylor's Version),0.584,0.557,6.0,-6.371,1.0,0.0342,0.0129,0.0,0.0576,0.767,154.008,81.0,19.0,Mercedes-Benz Stadium,Georgia,2023-04-30,i knew you were trouble
1236,i knew you were trouble,normal song,Red (Taylor's Version),0.584,0.557,6.0,-6.371,1.0,0.0342,0.0129,0.0,0.0576,0.767,154.008,81.0,0.0,Mercedes-Benz Stadium,Georgia,2023-04-29,i knew you were trouble
1237,i knew you were trouble,normal song,Red (Taylor's Version),0.584,0.557,6.0,-6.371,1.0,0.0342,0.0129,0.0,0.0576,0.767,154.008,81.0,1.0,Mercedes-Benz Stadium,Georgia,2023-04-28,i knew you were trouble
1238,i knew you were trouble,normal song,Red (Taylor's Version),0.584,0.557,6.0,-6.371,1.0,0.0342,0.0129,0.0,0.0576,0.767,154.008,81.0,2.0,NRG Stadium,Texas,2023-04-23,i knew you were trouble
1239,i knew you were trouble,normal song,Red (Taylor's Version),0.584,0.557,6.0,-6.371,1.0,0.0342,0.0129,0.0,0.0576,0.767,154.008,81.0,3.0,NRG Stadium,Texas,2023-04-22,i knew you were trouble
1240,i knew you were trouble,normal song,Red (Taylor's Version),0.584,0.557,6.0,-6.371,1.0,0.0342,0.0129,0.0,0.0576,0.767,154.008,81.0,4.0,NRG Stadium,Texas,2023-04-21,i knew you were trouble
1241,i knew you were trouble,normal song,Red (Taylor's Version),0.584,0.557,6.0,-6.371,1.0,0.0342,0.0129,0.0,0.0576,0.767,154.008,81.0,5.0,Raymond James Stadium,Florida,2023-04-15,i knew you were trouble
1242,i knew you were trouble,normal song,Red (Taylor's Version),0.584,0.557,6.0,-6.371,1.0,0.0342,0.0129,0.0,0.0576,0.767,154.008,81.0,6.0,Raymond James Stadium,Florida,2023-04-14,i knew you were trouble
1243,i knew you were trouble,normal song,Red (Taylor's Version),0.584,0.557,6.0,-6.371,1.0,0.0342,0.0129,0.0,0.0576,0.767,154.008,81.0,7.0,Raymond James Stadium,Florida,2023-04-13,i knew you were trouble
1244,i knew you were trouble,normal song,Red (Taylor's Version),0.584,0.557,6.0,-6.371,1.0,0.0342,0.0129,0.0,0.0576,0.767,154.008,81.0,8.0,AT&T Stadium,Texas,2023-04-02,i knew you were trouble
1245,i knew you were trouble,normal song,Red (Taylor's Version),0.584,0.557,6.0,-6.371,1.0,0.0342,0.0129,0.0,0.0576,0.767,154.008,81.0,9.0,AT&T Stadium,Texas,2023-04-01,i knew you were trouble
1246,i knew you were trouble,normal song,Red (Taylor's Version),0.584,0.557,6.0,-6.371,1.0,0.0342,0.0129,0.0,0.0576,0.767,154.008,81.0,10.0,AT&T Stadium,Texas,2023-03-31,i knew you were trouble
