,song,surprise,Album,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity,Unnamed: 0,venue_name,state,date,names
1947,lavender haze,normal song,Midnights (The Til Dawn Edition),0.735,0.454,7.0,-10.516,0.0,0.0876,0.236,0.00113,0.133,0.0751,97.043,69.0,9.0,Levi's Stadium,California,2023-07-28,lavender haze
1948,lavender haze,normal song,Midnights (The Til Dawn Edition),0.735,0.454,7.0,-10.516,0.0,0.0876,0.236,0.00113,0.133,0.0751,97.043,69.0,10.0,Lumen Field,Washington,2023-07-23,lavender haze
1949,lavender haze,normal song,Midnights (The Til Dawn Edition),0.735,0.454,7.0,-10.516,0.0,0.0876,0.236,0.00113,0.133,0.0751,97.043,69.0,11.0,Lumen Field,Washington,2023-07-22,lavender haze
1950,lavender haze,normal song,Midnights (The Til Dawn Edition),0.735,0.454,7.0,-10.516,0.0,0.0876,0.236,0.00113,0.133,0.0751,97.043,69.0,12.0,Empower Field at Mile High,Colorado,2023-07-15,lavender haze
1951,lavender haze,normal song,Midnights (The Til Dawn Edition),0.735,0.454,7.0,-10.516,0.0,0.0876,0.236,0.00113,0.133,0.0751,97.043,69.0,13.0,Empower Field at Mile High,Colorado,2023-07-14,lavender haze
1952,lavender haze,normal song,Midnights (The Til Dawn Edition),0.735,0.454,7.0,-10.516,0.0,0.0876,0.236,0.00113,0.133,0.0751,97.043,69.0,14.0,GEHA Field at Arrowhead Stadium,Missouri,2023-07-08,lavender haze
1953,lavender haze,normal song,Midnights (The Til Dawn Edition),0.735,0.454,7.0,-10.516,0.0,0.0876,0.236,0.00113,0.133,0.0751,97.043,69.0,15.0,GEHA Field at Arrowhead Stadium,Missouri,2023-07-07,lavender haze
1954,lavender haze,normal song,Midnights (The Til Dawn Edition),0.735,0.454,7.0,-10.516,0.0,0.0876,0.236,0.00113,0.133,0.0751,97.043,69.0,16.0,Paycor Stadium,Ohio,2023-07-01,lavender haze
1955,lavender haze,normal song,Midnights (The Til Dawn Edition),0.735,0.454,7.0,-10.516,0.0,0.0876,0.236,0.00113,0.133,0.0751,97.043,69.0,17.0,Paycor Stadium,Ohio,2023-06-30,lavender haze
1956,lavender haze,normal song,Midnights (The Til Dawn Edition),0.735,0.454,7.0,-10.516,0.0,0.0876,0.236,0.00113,0.133,0.0751,97.043,69.0,18.0,U.S. Bank Stadium,Minnesota,2023-06-24,lavender haze
1957,lavender haze,normal song,Midnights (The Til Dawn Edition),0.735,0.454,7.0,-10.516,0.0,0.0876,0.236,0.00113,0.133,0.0751,97.043,69.0,19.0,U.S. Bank Stadium,Minnesota,2023-06-23,lavender haze
1958,lavender haze,normal song,Midnights (The Til Dawn Edition),0.735,0.454,7.0,-10.516,0.0,0.0876,0.236,0.00113,0.133,0.0751,97.043,69.0,0.0,Acrisure Stadium,Pennsylvania,2023-06-17,lavender haze
1959,lavender haze,normal song,Midnights (The Til Dawn Edition),0.735,0.454,7.0,-10.516,0.0,0.0876,0.236,0.00113,0.133,0.0751,97.043,69.0,1.0,Acrisure Stadium,Pennsylvania,2023-06-16,lavender haze
1960,lavender haze,normal song,Midnights (The Til Dawn Edition),0.735,0.454,7.0,-10.516,0.0,0.0876,0.236,0.00113,0.133,0.0751,97.043,69.0,2.0,Ford Field,Michigan,2023-06-10,lavender haze
1961,lavender haze,normal song,Midnights (The Til Dawn Edition),0.735,0.454,7.0,-10.516,0.0,0.0876,0.236,0.00113,0.133,0.0751,97.043,69.0,3.0,Ford Field,Michigan,2023-06-09,lavender haze
1962,lavender haze,normal song,Midnights (The Til Dawn Edition),0.735,0.454,7.0,-10.516,0.0,0.0876,0.236,0.00113,0.133,0.0751,97.043,69.0,4.0,Soldier Field,Illinois,2023-06-04,lavender haze
1963,lavender haze,normal song,Midnights (The Til Dawn Edition),0.735,0.454,7.0,-10.516,0.0,0.0876,0.236,0.00113,0.133,0.0751,97.043,69.0,5.0,Soldier Field,Illinois,2023-06-03,lavender haze
1964,lavender haze,normal song,Midnights (The Til Dawn Edition),0.735,0.454,7.0,-10.516,0.0,0.0876,0.236,0.00113,0.133,0.0751,97.043,69.0,6.0,Soldier Field,Illinois,2023-06-02,lavender haze
1965,lavender haze,normal song,Midnights (The Til Dawn Edition),0.735,0.454,7.0,-10.516,0.0,0.0876,0.236,0.00113,0.133,0.0751,97.043,69.0,7.0,MetLife Stadium,New Jersey,2023-05-28,lavender haze
1966,lavender haze,normal song,Midnights (The Til Dawn Edition),0.735,0.454,7.0,-10.516,0.0,0.0876,0.236,0.00113,0.133,0.0751,97.043,69.0,8.0,MetLife Stadium,New Jersey,2023-05-27,lavender haze
1967,lavender haze,normal song,Midnights (The Til Dawn Edition),0.735,0.454,7.0,-10.516,0.0,0.0876,0.236,0.00113,0.133,0.0751,97.043,69.0,9.0,MetLife Stadium,New Jersey,2023-05-26,lavender haze
1968,lavender haze,normal song,Midnights (The Til Dawn Edition),0.735,0.454,7.0,-10.516,0.0,0.0876,0.236,0.00113,0.133,0.0751,97.043,69.0,10.0,Gillette Stadium,Massachusetts,2023-05-21,lavender haze
1969,lavender haze,normal song,Midnights (The Til Dawn Edition),0.735,0.454,7.0,-10.516,0.0,0.0876,0.236,0.00113,0.133,0.0751,97.043,69.0,11.0,Gillette Stadium,Massachusetts,2023-05-20,lavender haze
1970,lavender haze,normal song,Midnights (The Til Dawn Edition),0.735,0.454,7.0,-10.516,0.0,0.0876,0.236,0.00113,0.133,0.0751,97.043,69.0,12.0,Gillette Stadium,Massachusetts,2023-05-19,lavender haze
1971,lavender haze,normal song,Midnights (The Til Dawn Edition),0.735,0.454,7.0,-10.516,0.0,0.0876,0.236,0.00113,0.133,0.0751,97.043,69.0,13.0,Lincoln Financial Field,Pennsylvania,2023-05-14,lavender haze
1972,lavender haze,normal song,Midnights (The Til Dawn Edition),0.735,0.454,7.0,-10.516,0.0,0.0876,0.236,0.00113,0.133,0.0751,97.043,69.0,14.0,Lincoln Financial Field,Pennsylvania,2023-05-13,lavender haze
1973,lavender haze,normal song,Midnights (The Til Dawn Edition),0.735,0.454,7.0,-10.516,0.0,0.0876,0.236,0.00113,0.133,0.0751,97.043,69.0,15.0,Lincoln Financial Field,Pennsylvania,2023-05-12,lavender haze
1974,lavender haze,normal song,Midnights (The Til Dawn Edition),0.735,0.454,7.0,-10.516,0.0,0.0876,0.236,0.00113,0.133,0.0751,97.043,69.0,16.0,Nissan Stadium,Tennessee,2023-05-07,lavender haze
1975,lavender haze,normal song,Midnights (The Til Dawn Edition),0.735,0.454,7.0,-10.516,0.0,0.0876,0.236,0.00113,0.133,0.0751,97.043,69.0,17.0,Nissan Stadium,Tennessee,2023-05-06,lavender haze
1976,lavender haze,normal song,Midnights (The Til Dawn Edition),0.735,0.454,7.0,-10.516,0.0,0.0876,0.236,0.00113,0.133,0.0751,97.043,69.0,18.0,Nissan Stadium,Tennessee,2023-05-05,lavender haze
1977,lavender haze,normal song,Midnights (The Til Dawn Edition),0.735,0.454,7.0,-10.516,0.0,0.0876,0.236,0.00113,0.133,0.0751,97.043,69.0,19.0,Mercedes-Benz Stadium,Georgia,2023-04-30,lavender haze
1978,lavender haze,normal song,Midnights (The Til Dawn Edition),0.735,0.454,7.0,-10.516,0.0,0.0876,0.236,0.00113,0.133,0.0751,97.043,69.0,0.0,Mercedes-Benz Stadium,Georgia,2023-04-29,lavender haze
1979,lavender haze,normal song,Midnights (The Til Dawn Edition),0.735,0.454,7.0,-10.516,0.0,0.0876,0.236,0.00113,0.133,0.0751,97.043,69.0,1.0,Mercedes-Benz Stadium,Georgia,2023-04-28,lavender haze
1980,lavender haze,normal song,Midnights (The Til Dawn Edition),0.735,0.454,7.0,-10.516,0.0,0.0876,0.236,0.00113,0.133,0.0751,97.043,69.0,2.0,NRG Stadium,Texas,2023-04-23,lavender haze
1981,lavender haze,normal song,Midnights (The Til Dawn Edition),0.735,0.454,7.0,-10.516,0.0,0.0876,0.236,0.00113,0.133,0.0751,97.043,69.0,3.0,NRG Stadium,Texas,2023-04-22,lavender haze
1982,lavender haze,normal song,Midnights (The Til Dawn Edition),0.735,0.454,7.0,-10.516,0.0,0.0876,0.236,0.00113,0.133,0.0751,97.043,69.0,4.0,NRG Stadium,Texas,2023-04-21,lavender haze
1983,lavender haze,normal song,Midnights (The Til Dawn Edition),0.735,0.454,7.0,-10.516,0.0,0.0876,0.236,0.00113,0.133,0.0751,97.043,69.0,5.0,Raymond James Stadium,Florida,2023-04-15,lavender haze
1984,lavender haze,normal song,Midnights (The Til Dawn Edition),0.735,0.454,7.0,-10.516,0.0,0.0876,0.236,0.00113,0.133,0.0751,97.043,69.0,6.0,Raymond James Stadium,Florida,2023-04-14,lavender haze
1985,lavender haze,normal song,Midnights (The Til Dawn Edition),0.735,0.454,7.0,-10.516,0.0,0.0876,0.236,0.00113,0.133,0.0751,97.043,69.0,7.0,Raymond James Stadium,Florida,2023-04-13,lavender haze
1986,lavender haze,normal song,Midnights (The Til Dawn Edition),0.735,0.454,7.0,-10.516,0.0,0.0876,0.236,0.00113,0.133,0.0751,97.043,69.0,8.0,AT&T Stadium,Texas,2023-04-02,lavender haze
1987,lavender haze,normal song,Midnights (The Til Dawn Edition),0.735,0.454,7.0,-10.516,0.0,0.0876,0.236,0.00113,0.133,0.0751,97.043,69.0,9.0,AT&T Stadium,Texas,2023-04-01,lavender haze
1988,lavender haze,normal song,Midnights (The Til Dawn Edition),0.735,0.454,7.0,-10.516,0.0,0.0876,0.236,0.00113,0.133,0.0751,97.043,69.0,10.0,AT&T Stadium,Texas,2023-03-31,lavender haze
1989,lavender haze,normal song,Midnights (The Til Dawn Edition),0.735,0.454,7.0,-10.516,0.0,0.0876,0.236,0.00113,0.133,0.0751,97.043,69.0,11.0,Allegiant Stadium,Nevada,2023-03-25,lavender haze
1990,lavender haze,normal song,Midnights (The Til Dawn Edition),0.735,0.454,7.0,-10.516,0.0,0.0876,0.236,0.00113,0.133,0.0751,97.043,69.0,12.0,Allegiant Stadium,Nevada,2023-03-24,lavender haze
1991,lavender haze,normal song,Midnights (The Til Dawn Edition),0.735,0.454,7.0,-10.516,0.0,0.0876,0.236,0.00113,0.133,0.0751,97.043,69.0,13.0,State Farm Stadium,Arizona,2023-03-18,lavender haze
1992,lavender haze,normal song,Midnights (The Til Dawn Edition),0.735,0.454,7.0,-10.516,0.0,0.0876,0.236,0.00113,0.133,0.0751,97.043,69.0,14.0,State Farm Stadium,Arizona,2023-03-17,lavender haze
1993,karma,normal song,Midnights (The Til Dawn Edition),0.647,0.614,8.0,-7.091,1.0,0.0651,0.0782,0.0,0.611,0.0956,90.034,69.0,2.0,SoFi Stadium,California,2023-08-09,karma
1994,karma,normal song,Midnights (The Til Dawn Edition),0.647,0.614,8.0,-7.091,1.0,0.0651,0.0782,0.0,0.611,0.0956,90.034,69.0,3.0,SoFi Stadium,California,2023-08-08,karma
1995,karma,normal song,Midnights (The Til Dawn Edition),0.647,0.614,8.0,-7.091,1.0,0.0651,0.0782,0.0,0.611,0.0956,90.034,69.0,4.0,SoFi Stadium,California,2023-08-07,karma
1996,karma,normal song,Midnights (The Til Dawn Edition),0.647,0.614,8.0,-7.091,1.0,0.0651,0.0782,0.0,0.611,0.0956,90.034,69.0,5.0,SoFi Stadium,California,2023-08-05,karma
1997,karma,normal song,Midnights (The Til Dawn Edition),0.647,0.614,8.0,-7.091,1.0,0.0651,0.0782,0.0,0.611,0.0956,90.034,69.0,6.0,SoFi Stadium,California,2023-08-04,karma
1998,karma,normal song,Midnights (The Til Dawn Edition),0.647,0.614,8.0,-7.091,1.0,0.0651,0.0782,0.0,0.611,0.0956,90.034,69.0,7.0,SoFi Stadium,California,2023-08-03,karma
1999,karma,normal song,Midnights (The Til Dawn Edition),0.647,0.614,8.0,-7.091,1.0,0.0651,0.0782,0.0,0.611,0.0956,90.034,69.0,8.0,Levi's Stadium,California,2023-07-29,karma
2000,karma,normal song,Midnights (The Til Dawn Edition),0.647,0.614,8.0,-7.091,1.0,0.0651,0.0782,0.0,0.611,0.0956,90.034,69.0,9.0,Levi's Stadium,California,2023-07-28,karma
2001,karma,normal song,Midnights (The Til Dawn Edition),0.647,0.614,8.0,-7.091,1.0,0.0651,0.0782,0.0,0.611,0.0956,90.034,69.0,10.0,Lumen Field,Washington,2023-07-23,karma
2002,karma,normal song,Midnights (The Til Dawn Edition),0.647,0.614,8.0,-7.091,1.0,0.0651,0.0782,0.0,0.611,0.0956,90.034,69.0,11.0,Lumen Field,Washington,2023-07-22,karma
2003,karma,normal song,Midnights (The Til Dawn Edition),0.647,0.614,8.0,-7.091,1.0,0.0651,0.0782,0.0,0.611,0.0956,90.034,69.0,12.0,Empower Field at Mile High,Colorado,2023-07-15,karma
2004,karma,normal song,Midnights (The Til Dawn Edition),0.647,0.614,8.0,-7.091,1.0,0.0651,0.0782,0.0,0.611,0.0956,90.034,69.0,13.0,Empower Field at Mile High,Colorado,2023-07-14,karma
2005,karma,normal song,Midnights (The Til Dawn Edition),0.647,0.614,8.0,-7.091,1.0,0.0651,0.0782,0.0,0.611,0.0956,90.034,69.0,14.0,GEHA Field at Arrowhead Stadium,Missouri,2023-07-08,karma
2006,karma,normal song,Midnights (The Til Dawn Edition),0.647,0.614,8.0,-7.091,1.0,0.0651,0.0782,0.0,0.611,0.0956,90.034,69.0,15.0,GEHA Field at Arrowhead Stadium,Missouri,2023-07-07,karma
2007,karma,normal song,Midnights (The Til Dawn Edition),0.647,0.614,8.0,-7.091,1.0,0.0651,0.0782,0.0,0.611,0.0956,90.034,69.0,16.0,Paycor Stadium,Ohio,2023-07-01,karma
2008,karma,normal song,Midnights (The Til Dawn Edition),0.647,0.614,8.0,-7.091,1.0,0.0651,0.0782,0.0,0.611,0.0956,90.034,69.0,17.0,Paycor Stadium,Ohio,2023-06-30,karma
2009,karma,normal song,Midnights (The Til Dawn Edition),0.647,0.614,8.0,-7.091,1.0,0.0651,0.0782,0.0,0.611,0.0956,90.034,69.0,18.0,U.S. Bank Stadium,Minnesota,2023-06-24,karma
2010,karma,normal song,Midnights (The Til Dawn Edition),0.647,0.614,8.0,-7.091,1.0,0.0651,0.0782,0.0,0.611,0.0956,90.034,69.0,19.0,U.S. Bank Stadium,Minnesota,2023-06-23,karma
2011,karma,normal song,Midnights (The Til Dawn Edition),0.647,0.614,8.0,-7.091,1.0,0.0651,0.0782,0.0,0.611,0.0956,90.034,69.0,0.0,Acrisure Stadium,Pennsylvania,2023-06-17,karma
2012,karma,normal song,Midnights (The Til Dawn Edition),0.647,0.614,8.0,-7.091,1.0,0.0651,0.0782,0.0,0.611,0.0956,90.034,69.0,1.0,Acrisure Stadium,Pennsylvania,2023-06-16,karma
2013,karma,normal song,Midnights (The Til Dawn Edition),0.647,0.614,8.0,-7.091,1.0,0.0651,0.0782,0.0,0.611,0.0956,90.034,69.0,2.0,Ford Field,Michigan,2023-06-10,karma
2014,karma,normal song,Midnights (The Til Dawn Edition),0.647,0.614,8.0,-7.091,1.0,0.0651,0.0782,0.0,0.611,0.0956,90.034,69.0,3.0,Ford Field,Michigan,2023-06-09,karma
2015,karma,normal song,Midnights (The Til Dawn Edition),0.647,0.614,8.0,-7.091,1.0,0.0651,0.0782,0.0,0.611,0.0956,90.034,69.0,4.0,Soldier Field,Illinois,2023-06-04,karma
2016,karma,normal song,Midnights (The Til Dawn Edition),0.647,0.614,8.0,-7.091,1.0,0.0651,0.0782,0.0,0.611,0.0956,90.034,69.0,5.0,Soldier Field,Illinois,2023-06-03,karma
2017,karma,normal song,Midnights (The Til Dawn Edition),0.647,0.614,8.0,-7.091,1.0,0.0651,0.0782,0.0,0.611,0.0956,90.034,69.0,6.0,Soldier Field,Illinois,2023-06-02,karma
2018,karma,normal song,Midnights (The Til Dawn Edition),0.647,0.614,8.0,-7.091,1.0,0.0651,0.0782,0.0,0.611,0.0956,90.034,69.0,7.0,MetLife Stadium,New Jersey,2023-05-28,karma
2019,karma,normal song,Midnights (The Til Dawn Edition),0.647,0.614,8.0,-7.091,1.0,0.0651,0.0782,0.0,0.611,0.0956,90.034,69.0,8.0,MetLife Stadium,New Jersey,2023-05-27,karma
2020,karma,normal song,Midnights (The Til Dawn Edition),0.647,0.614,8.0,-7.091,1.0,0.0651,0.0782,0.0,0.611,0.0956,90.034,69.0,9.0,MetLife Stadium,New Jersey,2023-05-26,karma
2021,karma,normal song,Midnights (The Til Dawn Edition),0.647,0.614,8.0,-7.091,1.0,0.0651,0.0782,0.0,0.611,0.0956,90.034,69.0,10.0,Gillette Stadium,Massachusetts,2023-05-21,karma
2022,karma,normal song,Midnights (The Til Dawn Edition),0.647,0.614,8.0,-7.091,1.0,0.0651,0.0782,0.0,0.611,0.0956,90.034,69.0,11.0,Gillette Stadium,Massachusetts,2023-05-20,karma
2023,karma,normal song,Midnights (The Til Dawn Edition),0.647,0.614,8.0,-7.091,1.0,0.0651,0.0782,0.0,0.611,0.0956,90.034,69.0,12.0,Gillette Stadium,Massachusetts,2023-05-19,karma
2024,karma,normal song,Midnights (The Til Dawn Edition),0.647,0.614,8.0,-7.091,1.0,0.0651,0.0782,0.0,0.611,0.0956,90.034,69.0,13.0,Lincoln Financial Field,Pennsylvania,2023-05-14,karma
2025,karma,normal song,Midnights (The Til Dawn Edition),0.647,0.614,8.0,-7.091,1.0,0.0651,0.0782,0.0,0.611,0.0956,90.034,69.0,14.0,Lincoln Financial Field,Pennsylvania,2023-05-13,karma
2026,karma,normal song,Midnights (The Til Dawn Edition),0.647,0.614,8.0,-7.091,1.0,0.0651,0.0782,0.0,0.611,0.0956,90.034,69.0,15.0,Lincoln Financial Field,Pennsylvania,2023-05-12,karma
2027,karma,normal song,Midnights (The Til Dawn Edition),0.647,0.614,8.0,-7.091,1.0,0.0651,0.0782,0.0,0.611,0.0956,90.034,69.0,16.0,Nissan Stadium,Tennessee,2023-05-07,karma
2028,karma,normal song,Midnights (The Til Dawn Edition),0.647,0.614,8.0,-7.091,1.0,0.0651,0.0782,0.0,0.611,0.0956,90.034,69.0,17.0,Nissan Stadium,Tennessee,2023-05-06,karma
2029,karma,normal song,Midnights (The Til Dawn Edition),0.647,0.614,8.0,-7.091,1.0,0.0651,0.0782,0.0,0.611,0.0956,90.034,69.0,18.0,Nissan Stadium,Tennessee,2023-05-05,karma
2030,karma,normal song,Midnights (The Til Dawn Edition),0.647,0.614,8.0,-7.091,1.0,0.0651,0.0782,0.0,0.611,0.0956,90.034,69.0,19.0,Mercedes-Benz Stadium,Georgia,2023-04-30,karma
2031,karma,normal song,Midnights (The Til Dawn Edition),0.647,0.614,8.0,-7.091,1.0,0.0651,0.0782,0.0,0.611,0.0956,90.034,69.0,0.0,Mercedes-Benz Stadium,Georgia,2023-04-29,karma
2032,karma,normal song,Midnights (The Til Dawn Edition),0.647,0.614,8.0,-7.091,1.0,0.0651,0.0782,0.0,0.611,0.0956,90.034,69.0,1.0,Mercedes-Benz Stadium,Georgia,2023-04-28,karma
2033,karma,normal song,Midnights (The Til Dawn Edition),0.647,0.614,8.0,-7.091,1.0,0.0651,0.0782,0.0,0.611,0.0956,90.034,69.0,2.0,NRG Stadium,Texas,2023-04-23,karma
2034,karma,normal song,Midnights (The Til Dawn Edition),0.647,0.614,8.0,-7.091,1.0,0.0651,0.0782,0.0,0.611,0.0956,90.034,69.0,3.0,NRG Stadium,Texas,2023-04-22,karma
2035,karma,normal song,Midnights (The Til Dawn Edition),0.647,0.614,8.0,-7.091,1.0,0.0651,0.0782,0.0,0.611,0.0956,90.034,69.0,4.0,NRG Stadium,Texas,2023-04-21,karma
2036,karma,normal song,Midnights (The Til Dawn Edition),0.647,0.614,8.0,-7.091,1.0,0.0651,0.0782,0.0,0.611,0.0956,90.034,69.0,5.0,Raymond James Stadium,Florida,2023-04-15,karma
2037,karma,normal song,Midnights (The Til Dawn Edition),0.647,0.614,8.0,-7.091,1.0,0.0651,0.0782,0.0,0.611,0.0956,90.034,69.0,6.0,Raymond James Stadium,Florida,2023-04-14,karma
2038,karma,normal song,Midnights (The Til Dawn Edition),0.647,0.614,8.0,-7.091,1.0,0.0651,0.0782,0.0,0.611,0.0956,90.034,69.0,7.0,Raymond James Stadium,Florida,2023-04-13,karma
2039,karma,normal song,Midnights (The Til Dawn Edition),0.647,0.614,8.0,-7.091,1.0,0.0651,0.0782,0.0,0.611,0.0956,90.034,69.0,8.0,AT&T Stadium,Texas,2023-04-02,karma
2040,karma,normal song,Midnights (The Til Dawn Edition),0.647,0.614,8.0,-7.091,1.0,0.0651,0.0782,0.0,0.611,0.0956,90.034,69.0,9.0,AT&T Stadium,Texas,2023-04-01,karma
2041,karma,normal song,Midnights (The Til Dawn Edition),0.647,0.614,8.0,-7.091,1.0,0.0651,0.0782,0.0,0.611,0.0956,90.034,69.0,10.0,AT&T Stadium,Texas,2023-03-31,karma
2042,karma,normal song,Midnights (The Til Dawn Edition),0.647,0.614,8.0,-7.091,1.0,0.0651,0.0782,0.0,0.611,0.0956,90.034,69.0,11.0,Allegiant Stadium,Nevada,2023-03-25,karma
2043,karma,normal song,Midnights (The Til Dawn Edition),0.647,0.614,8.0,-7.091,1.0,0.0651,0.0782,0.0,0.611,0.0956,90.034,69.0,12.0,Allegiant Stadium,Nevada,2023-03-24,karma
2044,karma,normal song,Midnights (The Til Dawn Edition),0.647,0.614,8.0,-7.091,1.0,0.0651,0.0782,0.0,0.611,0.0956,90.034,69.0,13.0,State Farm Stadium,Arizona,2023-03-18,karma
2045,karma,normal song,Midnights (The Til Dawn Edition),0.647,0.614,8.0,-7.091,1.0,0.0651,0.0782,0.0,0.611,0.0956,90.034,69.0,14.0,State Farm Stadium,Arizona,2023-03-17,karma
2046,the last great american dynasty,normal song,folklore (deluxe version),0.688,0.653,7.0,-8.558,1.0,0.0403,0.481,0.00414,0.106,0.701,147.991,74.0,2.0,SoFi Stadium,California,2023-08-09,the last great american dynasty
2047,the last great american dynasty,normal song,folklore (deluxe version),0.688,0.653,7.0,-8.558,1.0,0.0403,0.481,0.00414,0.106,0.701,147.991,74.0,3.0,SoFi Stadium,California,2023-08-08,the last great american dynasty
2048,the last great american dynasty,normal song,folklore (deluxe version),0.688,0.653,7.0,-8.558,1.0,0.0403,0.481,0.00414,0.106,0.701,147.991,74.0,4.0,SoFi Stadium,California,2023-08-07,the last great american dynasty
2049,the last great american dynasty,normal song,folklore (deluxe version),0.688,0.653,7.0,-8.558,1.0,0.0403,0.481,0.00414,0.106,0.701,147.991,74.0,5.0,SoFi Stadium,California,2023-08-05,the last great american dynasty
2050,the last great american dynasty,normal song,folklore (deluxe version),0.688,0.653,7.0,-8.558,1.0,0.0403,0.481,0.00414,0.106,0.701,147.991,74.0,6.0,SoFi Stadium,California,2023-08-04,the last great american dynasty
2051,the last great american dynasty,normal song,folklore (deluxe version),0.688,0.653,7.0,-8.558,1.0,0.0403,0.481,0.00414,0.106,0.701,147.991,74.0,7.0,SoFi Stadium,California,2023-08-03,the last great american dynasty
2052,the last great american dynasty,normal song,folklore (deluxe version),0.688,0.653,7.0,-8.558,1.0,0.0403,0.481,0.00414,0.106,0.701,147.991,74.0,8.0,Levi's Stadium,California,2023-07-29,the last great american dynasty
2053,the last great american dynasty,normal song,folklore (deluxe version),0.688,0.653,7.0,-8.558,1.0,0.0403,0.481,0.00414,0.106,0.701,147.991,74.0,9.0,Levi's Stadium,California,2023-07-28,the last great american dynasty
2054,the last great american dynasty,normal song,folklore (deluxe version),0.688,0.653,7.0,-8.558,1.0,0.0403,0.481,0.00414,0.106,0.701,147.991,74.0,10.0,Lumen Field,Washington,2023-07-23,the last great american dynasty
2055,the last great american dynasty,normal song,folklore (deluxe version),0.688,0.653,7.0,-8.558,1.0,0.0403,0.481,0.00414,0.106,0.701,147.991,74.0,11.0,Lumen Field,Washington,2023-07-22,the last great american dynasty
2056,the last great american dynasty,normal song,folklore (deluxe version),0.688,0.653,7.0,-8.558,1.0,0.0403,0.481,0.00414,0.106,0.701,147.991,74.0,12.0,Empower Field at Mile High,Colorado,2023-07-15,the last great american dynasty
2057,the last great american dynasty,normal song,folklore (deluxe version),0.688,0.653,7.0,-8.558,1.0,0.0403,0.481,0.00414,0.106,0.701,147.991,74.0,13.0,Empower Field at Mile High,Colorado,2023-07-14,the last great american dynasty
2058,the last great american dynasty,normal song,folklore (deluxe version),0.688,0.653,7.0,-8.558,1.0,0.0403,0.481,0.00414,0.106,0.701,147.991,74.0,14.0,GEHA Field at Arrowhead Stadium,Missouri,2023-07-08,the last great american dynasty
2059,the last great american dynasty,normal song,folklore (deluxe version),0.688,0.653,7.0,-8.558,1.0,0.0403,0.481,0.00414,0.106,0.701,147.991,74.0,15.0,GEHA Field at Arrowhead Stadium,Missouri,2023-07-07,the last great american dynasty
2060,the last great american dynasty,normal song,folklore (deluxe version),0.688,0.653,7.0,-8.558,1.0,0.0403,0.481,0.00414,0.106,0.701,147.991,74.0,16.0,Paycor Stadium,Ohio,2023-07-01,the last great american dynasty
2061,the last great american dynasty,normal song,folklore (deluxe version),0.688,0.653,7.0,-8.558,1.0,0.0403,0.481,0.00414,0.106,0.701,147.991,74.0,17.0,Paycor Stadium,Ohio,2023-06-30,the last great american dynasty
